filename,label
shapes\ellipse\ellipse_11.jpg,ellipse
shapes\ellipse\ellipse_12.jpg,ellipse
shapes\ellipse\ellipse_13.jpg,ellipse
shapes\ellipse\ellipse_14.jpg,ellipse
shapes\ellipse\ellipse_15.jpg,ellipse
shapes\ellipse\ellipse_16.jpg,ellipse
shapes\ellipse\ellipse_17.jpg,ellipse
shapes\ellipse\ellipse_18.jpg,ellipse
shapes\ellipse\ellipse_19.jpg,ellipse
shapes\ellipse\ellipse_20.jpg,ellipse
shapes\ellipse\ellipse_21.jpg,ellipse
shapes\ellipse\ellipse_22.jpg,ellipse
shapes\ellipse\ellipse_23.jpg,ellipse
shapes\ellipse\ellipse_24.jpg,ellipse
shapes\ellipse\ellipse_25.jpg,ellipse
shapes\ellipse\ellipse_26.jpg,ellipse
shapes\ellipse\ellipse_27.jpg,ellipse
shapes\ellipse\ellipse_28.jpg,ellipse
shapes\ellipse\ellipse_29.jpg,ellipse
shapes\ellipse\ellipse_30.jpg,ellipse
shapes\ellipse\ellipse_31.jpg,ellipse
shapes\ellipse\ellipse_32.jpg,ellipse
shapes\ellipse\ellipse_33.jpg,ellipse
shapes\ellipse\ellipse_34.jpg,ellipse
shapes\ellipse\ellipse_35.jpg,ellipse
shapes\ellipse\ellipse_36.jpg,ellipse
shapes\ellipse\ellipse_37.jpg,ellipse
shapes\ellipse\ellipse_38.jpg,ellipse
shapes\ellipse\ellipse_39.jpg,ellipse
shapes\ellipse\ellipse_40.jpg,ellipse
shapes\hexagon\hexagon_01.jpg,hexagon
shapes\hexagon\hexagon_02.jpg,hexagon
shapes\hexagon\hexagon_03.jpg,hexagon
shapes\hexagon\hexagon_04.jpg,hexagon
shapes\hexagon\hexagon_05.jpg,hexagon
shapes\hexagon\hexagon_06.jpg,hexagon
shapes\hexagon\hexagon_07.jpg,hexagon
shapes\hexagon\hexagon_08.jpg,hexagon
shapes\hexagon\hexagon_09.jpg,hexagon
shapes\hexagon\hexagon_10.jpg,hexagon
shapes\hexagon\hexagon_11.jpg,hexagon
shapes\hexagon\hexagon_12.jpg,hexagon
shapes\hexagon\hexagon_13.jpg,hexagon
shapes\hexagon\hexagon_14.jpg,hexagon
shapes\hexagon\hexagon_15.jpg,hexagon
shapes\hexagon\hexagon_16.jpg,hexagon
shapes\hexagon\hexagon_17.jpg,hexagon
shapes\hexagon\hexagon_18.jpg,hexagon
shapes\hexagon\hexagon_19.jpg,hexagon
shapes\hexagon\hexagon_20.jpg,hexagon
shapes\hexagon\hexagon_21.jpg,hexagon
shapes\hexagon\hexagon_22.jpg,hexagon
shapes\hexagon\hexagon_23.jpg,hexagon
shapes\hexagon\hexagon_24.jpg,hexagon
shapes\hexagon\hexagon_25.jpg,hexagon
shapes\hexagon\hexagon_26.jpg,hexagon
shapes\hexagon\hexagon_27.jpg,hexagon
shapes\hexagon\hexagon_28.jpg,hexagon
shapes\hexagon\hexagon_29.jpg,hexagon
shapes\hexagon\hexagon_30.jpg,hexagon
shapes\hexagon\hexagon_31.jpg,hexagon
shapes\hexagon\hexagon_32.jpg,hexagon
shapes\hexagon\hexagon_33.jpg,hexagon
shapes\hexagon\hexagon_34.jpg,hexagon
shapes\hexagon\hexagon_35.jpg,hexagon
shapes\hexagon\hexagon_36.jpg,hexagon
shapes\hexagon\hexagon_37.jpg,hexagon
shapes\hexagon\hexagon_38.jpg,hexagon
shapes\hexagon\hexagon_39.jpg,hexagon
shapes\hexagon\hexagon_40.jpg,hexagon
shapes\rectangle\eight.png,rectangle
shapes\rectangle\five.png,rectangle
shapes\rectangle\four.png,rectangle
shapes\rectangle\four_2.png,rectangle
shapes\rectangle\four_3.png,rectangle
shapes\rectangle\four_4.png,rectangle
shapes\rectangle\nine.png,rectangle
shapes\rectangle\one.png,rectangle
shapes\rectangle\one_2.png,rectangle
shapes\rectangle\one_r.png,rectangle
shapes\rectangle\rect.jpg,rectangle
shapes\rectangle\rect1.jpg,rectangle
shapes\rectangle\rect10.jpg,rectangle
shapes\rectangle\rect11.jpg,rectangle
shapes\rectangle\rect12.jpg,rectangle
shapes\rectangle\rect13.jpg,rectangle
shapes\rectangle\rect14.jpg,rectangle
shapes\rectangle\rect15.jpg,rectangle
shapes\rectangle\rect16.jpg,rectangle
shapes\rectangle\rect2.jpg,rectangle
shapes\rectangle\rect3.jpg,rectangle
shapes\rectangle\rect4.jpg,rectangle
shapes\rectangle\rect5.jpg,rectangle
shapes\rectangle\rect6.jpg,rectangle
shapes\rectangle\rect7.jpg,rectangle
shapes\rectangle\rect8.jpg,rectangle
shapes\rectangle\rect9.jpg,rectangle
shapes\rectangle\seven.png,rectangle
shapes\rectangle\six.png,rectangle
shapes\rectangle\three.png,rectangle
shapes\rectangle\three_2.png,rectangle
shapes\rectangle\three_3.png,rectangle
shapes\rectangle\three_4.png,rectangle
shapes\rectangle\two.png,rectangle
shapes\rectangle\two_2.png,rectangle
shapes\rectangle\two_3.png,rectangle
shapes\rectangle\two_4.png,rectangle
shapes\squares\drawing(1).png,squares
shapes\squares\drawing(10).png,squares
shapes\squares\drawing(100).png,squares
shapes\squares\drawing(11).png,squares
shapes\squares\drawing(12).png,squares
shapes\squares\drawing(13).png,squares
shapes\squares\drawing(14).png,squares
shapes\squares\drawing(15).png,squares
shapes\squares\drawing(16).png,squares
shapes\squares\drawing(17).png,squares
shapes\squares\drawing(18).png,squares
shapes\squares\drawing(19).png,squares
shapes\squares\drawing(2).png,squares
shapes\squares\drawing(20).png,squares
shapes\squares\drawing(21).png,squares
shapes\squares\drawing(22).png,squares
shapes\squares\drawing(23).png,squares
shapes\squares\drawing(24).png,squares
shapes\squares\drawing(25).png,squares
shapes\squares\drawing(26).png,squares
shapes\squares\drawing(27).png,squares
shapes\squares\drawing(28).png,squares
shapes\squares\drawing(29).png,squares
shapes\squares\drawing(3).png,squares
shapes\squares\drawing(30).png,squares
shapes\squares\drawing(31).png,squares
shapes\squares\drawing(32).png,squares
shapes\squares\drawing(33).png,squares
shapes\squares\drawing(34).png,squares
shapes\squares\drawing(35).png,squares
shapes\squares\drawing(36).png,squares
shapes\squares\drawing(37).png,squares
shapes\squares\drawing(38).png,squares
shapes\squares\drawing(39).png,squares
shapes\squares\drawing(4).png,squares
shapes\squares\drawing(40).png,squares
shapes\squares\drawing(41).png,squares
shapes\squares\drawing(42).png,squares
shapes\squares\drawing(43).png,squares
shapes\squares\drawing(44).png,squares
shapes\squares\drawing(45).png,squares
shapes\squares\drawing(46).png,squares
shapes\squares\drawing(47).png,squares
shapes\squares\drawing(48).png,squares
shapes\squares\drawing(49).png,squares
shapes\squares\drawing(5).png,squares
shapes\squares\drawing(50).png,squares
shapes\squares\drawing(51).png,squares
shapes\squares\drawing(52).png,squares
shapes\squares\drawing(53).png,squares
shapes\squares\drawing(54).png,squares
shapes\squares\drawing(55).png,squares
shapes\squares\drawing(56).png,squares
shapes\squares\drawing(57).png,squares
shapes\squares\drawing(58).png,squares
shapes\squares\drawing(59).png,squares
shapes\squares\drawing(6).png,squares
shapes\squares\drawing(60).png,squares
shapes\squares\drawing(61).png,squares
shapes\squares\drawing(62).png,squares
shapes\squares\drawing(63).png,squares
shapes\squares\drawing(64).png,squares
shapes\squares\drawing(65).png,squares
shapes\squares\drawing(66).png,squares
shapes\squares\drawing(67).png,squares
shapes\squares\drawing(68).png,squares
shapes\squares\drawing(69).png,squares
shapes\squares\drawing(7).png,squares
shapes\squares\drawing(70).png,squares
shapes\squares\drawing(71).png,squares
shapes\squares\drawing(72).png,squares
shapes\squares\drawing(73).png,squares
shapes\squares\drawing(74).png,squares
shapes\squares\drawing(75).png,squares
shapes\squares\drawing(76).png,squares
shapes\squares\drawing(77).png,squares
shapes\squares\drawing(78).png,squares
shapes\squares\drawing(79).png,squares
shapes\squares\drawing(8).png,squares
shapes\squares\drawing(80).png,squares
shapes\squares\drawing(81).png,squares
shapes\squares\drawing(82).png,squares
shapes\squares\drawing(83).png,squares
shapes\squares\drawing(84).png,squares
shapes\squares\drawing(85).png,squares
shapes\squares\drawing(86).png,squares
shapes\squares\drawing(87).png,squares
shapes\squares\drawing(88).png,squares
shapes\squares\drawing(89).png,squares
shapes\squares\drawing(9).png,squares
shapes\squares\drawing(90).png,squares
shapes\squares\drawing(91).png,squares
shapes\squares\drawing(92).png,squares
shapes\squares\drawing(93).png,squares
shapes\squares\drawing(94).png,squares
shapes\squares\drawing(95).png,squares
shapes\squares\drawing(96).png,squares
shapes\squares\drawing(97).png,squares
shapes\squares\drawing(98).png,squares
shapes\squares\drawing(99).png,squares
shapes\squares\square_01.jpg,squares
shapes\squares\square_02.jpg,squares
shapes\squares\square_03.jpg,squares
shapes\squares\square_04.jpg,squares
shapes\squares\square_05.jpg,squares
shapes\squares\square_06.jpg,squares
shapes\squares\square_07.jpg,squares
shapes\squares\square_08.jpg,squares
shapes\squares\square_09.jpg,squares
shapes\squares\square_10.jpg,squares
shapes\squares\square_11.jpg,squares
shapes\squares\square_12.jpg,squares
shapes\squares\square_13.jpg,squares
shapes\squares\square_14.jpg,squares
shapes\squares\square_15.jpg,squares
shapes\squares\square_16.jpg,squares
shapes\squares\square_17.jpg,squares
shapes\squares\square_18.jpg,squares
shapes\squares\square_19.jpg,squares
shapes\squares\square_20.jpg,squares
shapes\squares\square_21.jpg,squares
shapes\squares\square_22.jpg,squares
shapes\squares\square_23.jpg,squares
shapes\squares\square_24.jpg,squares
shapes\squares\square_25.jpg,squares
shapes\squares\square_26.jpg,squares
shapes\squares\square_27.jpg,squares
shapes\squares\square_28.jpg,squares
shapes\squares\square_29.jpg,squares
shapes\squares\square_30.jpg,squares
shapes\squares\square_31.jpg,squares
shapes\squares\square_32.jpg,squares
shapes\squares\square_33.jpg,squares
shapes\squares\square_34.jpg,squares
shapes\squares\square_35.jpg,squares
shapes\squares\square_36.jpg,squares
shapes\squares\square_37.jpg,squares
shapes\squares\square_38.jpg,squares
shapes\squares\square_39.jpg,squares
shapes\squares\square_40.jpg,squares
shapes\triangles\drawing(1).png,triangles
shapes\triangles\drawing(10).png,triangles
shapes\triangles\drawing(100).png,triangles
shapes\triangles\drawing(11).png,triangles
shapes\triangles\drawing(12).png,triangles
shapes\triangles\drawing(13).png,triangles
shapes\triangles\drawing(14).png,triangles
shapes\triangles\drawing(15).png,triangles
shapes\triangles\drawing(16).png,triangles
shapes\triangles\drawing(17).png,triangles
shapes\triangles\drawing(18).png,triangles
shapes\triangles\drawing(19).png,triangles
shapes\triangles\drawing(2).png,triangles
shapes\triangles\drawing(20).png,triangles
shapes\triangles\drawing(21).png,triangles
shapes\triangles\drawing(22).png,triangles
shapes\triangles\drawing(23).png,triangles
shapes\triangles\drawing(24).png,triangles
shapes\triangles\drawing(25).png,triangles
shapes\triangles\drawing(26).png,triangles
shapes\triangles\drawing(27).png,triangles
shapes\triangles\drawing(28).png,triangles
shapes\triangles\drawing(29).png,triangles
shapes\triangles\drawing(3).png,triangles
shapes\triangles\drawing(30).png,triangles
shapes\triangles\drawing(31).png,triangles
shapes\triangles\drawing(32).png,triangles
shapes\triangles\drawing(33).png,triangles
shapes\triangles\drawing(34).png,triangles
shapes\triangles\drawing(35).png,triangles
shapes\triangles\drawing(36).png,triangles
shapes\triangles\drawing(37).png,triangles
shapes\triangles\drawing(38).png,triangles
shapes\triangles\drawing(39).png,triangles
shapes\triangles\drawing(4).png,triangles
shapes\triangles\drawing(40).png,triangles
shapes\triangles\drawing(41).png,triangles
shapes\triangles\drawing(42).png,triangles
shapes\triangles\drawing(43).png,triangles
shapes\triangles\drawing(44).png,triangles
shapes\triangles\drawing(45).png,triangles
shapes\triangles\drawing(46).png,triangles
shapes\triangles\drawing(47).png,triangles
shapes\triangles\drawing(48).png,triangles
shapes\triangles\drawing(49).png,triangles
shapes\triangles\drawing(5).png,triangles
shapes\triangles\drawing(50).png,triangles
shapes\triangles\drawing(51).png,triangles
shapes\triangles\drawing(52).png,triangles
shapes\triangles\drawing(53).png,triangles
shapes\triangles\drawing(54).png,triangles
shapes\triangles\drawing(55).png,triangles
shapes\triangles\drawing(56).png,triangles
shapes\triangles\drawing(57).png,triangles
shapes\triangles\drawing(58).png,triangles
shapes\triangles\drawing(59).png,triangles
shapes\triangles\drawing(6).png,triangles
shapes\triangles\drawing(60).png,triangles
shapes\triangles\drawing(61).png,triangles
shapes\triangles\drawing(62).png,triangles
shapes\triangles\drawing(63).png,triangles
shapes\triangles\drawing(64).png,triangles
shapes\triangles\drawing(65).png,triangles
shapes\triangles\drawing(66).png,triangles
shapes\triangles\drawing(67).png,triangles
shapes\triangles\drawing(68).png,triangles
shapes\triangles\drawing(69).png,triangles
shapes\triangles\drawing(7).png,triangles
shapes\triangles\drawing(70).png,triangles
shapes\triangles\drawing(71).png,triangles
shapes\triangles\drawing(72).png,triangles
shapes\triangles\drawing(73).png,triangles
shapes\triangles\drawing(74).png,triangles
shapes\triangles\drawing(75).png,triangles
shapes\triangles\drawing(76).png,triangles
shapes\triangles\drawing(77).png,triangles
shapes\triangles\drawing(78).png,triangles
shapes\triangles\drawing(79).png,triangles
shapes\triangles\drawing(8).png,triangles
shapes\triangles\drawing(80).png,triangles
shapes\triangles\drawing(81).png,triangles
shapes\triangles\drawing(82).png,triangles
shapes\triangles\drawing(83).png,triangles
shapes\triangles\drawing(84).png,triangles
shapes\triangles\drawing(85).png,triangles
shapes\triangles\drawing(86).png,triangles
shapes\triangles\drawing(87).png,triangles
shapes\triangles\drawing(88).png,triangles
shapes\triangles\drawing(89).png,triangles
